arm,m,seed,rho_init,rho_lastq,runmean_lastq,tape_lastq,s_share_lastq,fidelity,rho_traj,rho_osc,rep_base,rep_pair,rep_mut,rep_dpair
order,2,25,0.417,0.000,1.988,1.688,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,6751,534,0,0
order,2,26,0.667,0.000,2.059,1.713,1.000,1.000,0.00;0.00;-;0.00;-;0.00;0.00;0.00,0.000,6543,631,0,0
order,2,27,0.333,0.000,2.243,2.101,1.000,1.000,-;0.00;-;-;0.00;0.00;0.00;0.00,0.000,6573,617,0,0
order,2,28,0.333,0.000,2.975,8.583,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4312,1839,0,0
order,2,29,0.333,0.000,1.801,1.608,1.000,1.000,0.00;-;0.00;0.00;0.00;0.00;-;0.00,0.000,6745,528,0,0
order,2,30,0.500,0.000,1.902,1.830,1.000,1.000,0.00;-;-;0.00;0.00;0.00;0.00;0.00,0.000,6738,529,0,0
order,2,31,0.500,0.000,3.180,10.175,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4140,1924,0,0
order,2,32,0.583,0.000,2.001,2,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,6809,486,0,0
mut,8,1,0.583,0.000,5.536,16.717,1.000,0.986,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2624,0,36,0
mut,8,2,0.417,0.000,5.638,16.817,1.000,0.987,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2627,0,35,0
mut,8,3,0.333,0.000,4.995,16.375,1.000,0.990,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2634,0,26,0
mut,8,4,0.333,0.000,12.608,19.608,0.000,0.992,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2642,0,22,0
mut,8,5,0.500,0.000,4.897,16.325,1.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2656,0,8,0
mut,8,6,0.500,0.000,5.235,16.583,1.000,0.986,0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2623,0,37,0
mut,8,7,0.417,0.000,13.014,19.742,0.000,0.992,0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2643,0,20,0
mut,8,8,0.583,0.000,14.036,19.925,0.000,0.994,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2649,0,15,0
mut,8,9,0.667,0.000,5.516,16.675,1.000,0.990,0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2635,0,27,0
mut,8,10,0.500,0.000,5.808,16.925,1.000,0.938,0.19;0.09;0.11;0.24;0.18;0.00;0.00;0.00,0.137,2496,0,166,0
mut,8,11,0.583,0.000,4.881,15.942,1.000,0.992,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2638,0,22,0
mut,8,12,0.583,0.000,5.486,16.683,1.000,0.992,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2641,0,20,0
mut,8,13,0.500,0.000,5.674,16.808,1.000,0.979,0.25;0.19;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2602,0,57,0
mut,8,14,0.500,0.000,11.835,19.617,0.000,0.992,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2645,0,21,0
mut,8,15,0.417,0.000,5.131,16.367,1.000,0.995,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2650,0,12,0
mut,8,16,0.583,0.000,6.039,17.025,1.000,0.989,0.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2632,0,29,0
mut,8,17,0.667,0.000,13.656,19.908,0.000,0.982,0.20;0.25;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2616,0,49,0
mut,8,18,0.500,0.000,5.706,16.592,1.000,0.985,0.00;0.11;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2621,0,41,0
mut,8,19,0.417,0.000,5.733,16.658,1.000,0.991,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2640,0,23,0
mut,8,20,0.417,0.000,13.472,19.883,0.000,0.987,0.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2630,0,35,0
mut,8,21,0.417,0.000,13.154,19.717,0.000,0.995,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2650,0,12,0
mut,8,22,0.500,0.000,5.238,16.375,1.000,0.990,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2638,0,26,0
mut,8,23,0.500,0.000,5.673,16.833,1.000,0.987,0.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2625,0,34,0
mut,8,24,0.500,0.000,14.101,19.800,0.000,0.995,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2651,0,14,0
mut,8,25,0.417,0.000,5.294,16.633,1.000,0.996,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2651,0,10,0
mut,8,26,0.667,0.000,12.325,19.717,0.000,0.977,0.05;0.11;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2603,0,61,0
mut,8,27,0.333,0.000,13.557,19.842,0.000,0.994,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2649,0,16,0
mut,8,28,0.333,0.000,5.204,16.508,1.000,0.980,0.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2606,0,53,0
mut,8,29,0.333,0.000,5.811,16.975,1.000,0.988,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2626,0,33,0
mut,8,30,0.500,0.000,12.938,19.783,0.000,0.986,0.06;0.15;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2625,0,38,0
mut,8,31,0.500,0.000,12.067,19.567,0.000,0.985,0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2625,0,39,0
mut,8,32,0.583,0.000,5.572,16.817,1.000,0.986,0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2627,0,36,0
mut,4,1,0.583,0.000,3.088,6.833,1.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4777,0,15,0
mut,4,2,0.417,0.000,4.373,15.433,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4791,0,3,0
mut,4,3,0.333,0.000,4.635,15.700,0.000,0.996,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4779,0,18,0
mut,4,4,0.333,0.000,3.074,5.283,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4778,0,8,0
mut,4,5,0.500,0.000,4.896,15.725,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4791,0,6,0
mut,4,6,0.500,0.000,3.088,6.550,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4777,0,7,0
mut,4,7,0.417,0.000,3.012,4.792,1.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4770,0,13,0
mut,4,8,0.583,0.000,2.807,5.192,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4775,0,7,0
mut,4,9,0.667,0.000,2.847,6.183,1.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4768,0,16,0
mut,4,10,0.500,0.000,4.511,15.758,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4789,0,5,0
mut,4,11,0.583,0.000,4.539,15.850,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4787,0,6,0
mut,4,12,0.583,0.000,2.880,5.608,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4785,0,1,0
mut,4,13,0.500,0.000,3.112,5.317,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4789,0,2,0
mut,4,14,0.500,0.000,4.674,15.850,0.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4786,0,8,0
mut,4,15,0.417,0.000,4.905,16.208,0.000,0.994,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4766,0,27,0
mut,4,16,0.583,0.000,2.952,5.783,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4770,0,11,0
mut,4,17,0.667,0.000,3.072,5.492,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4770,0,10,0
mut,4,18,0.500,0.000,5.101,16,0.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4784,0,8,0
mut,4,19,0.417,0.000,3.061,5.483,1.000,0.995,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4763,0,22,0
mut,4,20,0.417,0.000,2.917,5.375,1.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4769,0,13,0
mut,4,21,0.417,0.000,4.659,15.850,0.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4778,0,14,0
mut,4,22,0.500,0.000,3.104,5.683,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4780,0,11,0
mut,4,23,0.500,0.000,2.780,6.350,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4775,0,8,0
mut,4,24,0.500,0.000,4.678,15.775,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4790,0,4,0
mut,4,25,0.417,0.000,2.884,5.433,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4778,0,8,0
mut,4,26,0.667,0.000,3.140,6.550,1.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4778,0,14,0
mut,4,27,0.333,0.000,2.946,5.358,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4786,0,7,0
mut,4,28,0.333,0.000,4.640,15.492,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4787,0,5,0
mut,4,29,0.333,0.000,4.844,15.917,0.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4783,0,10,0
mut,4,30,0.500,0.000,2.928,5.817,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4775,0,5,0
mut,4,31,0.500,0.000,2.991,7.167,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4780,0,3,0
mut,4,32,0.583,0.000,4.911,16.167,0.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4787,0,9,0
mut,2,1,0.583,0.000,1.866,1.538,1.000,1.000,0.00;0.00;0.00;0.00;0.00;-;0.00;0.00,0.000,7754,0,1,0
mut,2,2,0.417,0.000,1.850,1.317,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7778,0,3,0
mut,2,3,0.333,0.000,2.736,5.067,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7978,0,4,0
mut,2,4,0.333,0.000,1.764,1.404,1.000,0.999,-;0.00;-;-;-;0.00;0.00;-,0.000,7739,0,5,0
mut,2,5,0.500,0.000,1.703,1.301,1.000,1.000,0.00;-;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7753,0,0,0
mut,2,6,0.500,0.000,2.699,4.613,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7980,0,3,0
mut,2,7,0.417,0.000,1.928,1.247,1.000,0.999,0.00;-;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7765,0,9,0
mut,2,8,0.583,0.000,2.555,4.424,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7974,0,6,0
mut,2,9,0.667,0.000,1.873,1.402,1.000,0.999,0.00;0.00;0.00;-;0.00;0.00;-;0.00,0.000,7754,0,8,0
mut,2,10,0.500,0.000,3.076,4.118,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7981,0,0,0
mut,2,11,0.583,0.000,2.660,5.390,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7984,0,1,0
mut,2,12,0.583,0.000,1.798,1.337,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7748,0,3,0
mut,2,13,0.500,0.000,1.793,1.271,1.000,1.000,0.00;0.00;0.00;0.00;-;0.00;0.00;0.00,0.000,7765,0,1,0
mut,2,14,0.500,0.000,2.793,4.425,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7982,0,0,0
mut,2,15,0.417,0.000,1.761,1.252,1.000,1.000,-;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7738,0,1,0
mut,2,16,0.583,0.000,2.673,4.267,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7982,0,3,0
mut,2,17,0.667,0.000,1.837,1.400,1.000,0.999,-;0.00;0.00;0.00;-;0.00;0.00;0.00,0.000,7750,0,4,0
mut,2,18,0.500,0.000,1.925,1.385,1.000,1.000,0.00;-;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7765,0,1,0
mut,2,19,0.417,0.000,1.861,1.260,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7731,0,2,0
mut,2,20,0.417,0.000,1.760,1.206,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;-;0.00,0.000,7736,0,9,0
mut,2,21,0.417,0.000,2.542,5.487,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7979,0,4,0
mut,2,22,0.500,0.000,2.819,4.775,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7981,0,4,0
mut,2,23,0.500,0.000,2.611,5.092,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7978,0,5,0
mut,2,24,0.500,0.000,1.870,1.238,1.000,1.000,0.00;0.00;-;0.00;0.00;-;0.00;0.00,0.000,7751,0,2,0
mut,2,25,0.417,0.000,1.905,1.455,1.000,1.000,0.00;0.00;0.00;-;-;0.00;0.00;0.00,0.000,7771,0,1,0
mut,2,26,0.667,0.000,1.676,1.394,1.000,1.000,0.00;0.00;0.00;0.00;0.00;-;0.00;-,0.000,7741,0,3,0
mut,2,27,0.333,0.000,1.799,1.396,1.000,1.000,-;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7738,0,0,0
mut,2,28,0.333,0.000,1.845,1.483,1.000,1.000,-;0.00;-;0.00;0.00;0.00;0.00;-,0.000,7753,0,1,0
mut,2,29,0.333,0.000,1.871,1.378,1.000,1.000,-;-;0.00;-;0.00;0.00;0.00;0.00,0.000,7748,0,0,0
mut,2,30,0.500,0.000,1.886,1.232,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;-,0.000,7729,0,4,0
mut,2,31,0.500,0.000,2.830,4.546,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7981,0,0,0
mut,2,32,0.583,0.000,2.612,4.617,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,7977,0,5,0
full,8,1,0.583,0.000,13.942,19.958,0.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2327,165,6,0
full,8,2,0.417,0.000,5.940,16.992,1.000,0.994,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2004,322,16,0
full,8,3,0.333,0.000,14.454,20.008,0.000,0.996,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2323,165,11,0
full,8,4,0.333,0.000,13.139,19.858,0.000,0.992,0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2303,169,21,0
full,8,5,0.500,0.000,6.457,17.175,1.000,0.981,0.19;0.10;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2032,290,50,0
full,8,6,0.500,0.000,6.982,17.692,1.000,0.956,0.29;0.06;0.11;0.18;0.00;0.00;0.00;0.00,0.083,2013,267,117,0
full,8,7,0.417,0.000,6.157,17.050,1.000,0.952,0.39;0.17;0.32;0.00;0.00;0.00;0.00;0.00,0.000,1992,271,129,0
full,8,8,0.583,0.000,13.281,19.958,0.000,0.979,0.21;0.05;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2242,183,56,0
full,8,9,0.667,0.000,5.755,16.883,1.000,0.980,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2018,296,53,0
full,8,10,0.500,0.000,7.031,17.433,1.000,0.988,0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2031,301,31,0
full,8,11,0.583,0.000,6.095,17.208,1.000,0.992,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,1941,349,20,0
full,8,12,0.583,0.000,6.317,17.033,1.000,0.995,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,1994,327,14,0
full,8,13,0.500,0.000,5.549,16.750,1.000,0.975,0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2069,263,66,0
full,8,14,0.500,0.000,14.476,19.892,0.000,0.994,0.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2292,179,15,0
full,8,15,0.417,0.000,6.656,17.650,1.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2046,305,7,0
full,8,16,0.583,0.000,5.571,16.783,1.000,0.985,0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2000,310,40,0
full,8,17,0.667,0.000,13.494,19.900,0.000,0.996,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2330,161,11,0
full,8,18,0.500,0.000,6.272,17.283,1.000,0.984,0.20;0.12;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2039,290,43,0
full,8,19,0.417,0.000,13.506,19.700,0.000,0.957,0.22;0.25;0.22;0.12;0.00;0.00;0.00;0.00,0.062,2131,209,114,0
full,8,20,0.417,0.000,13.783,19.933,0.000,0.995,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2308,172,13,0
full,8,21,0.417,0.000,6.706,17.500,1.000,0.968,0.06;0.06;0.09;0.00;0.00;0.00;0.00;0.00,0.000,2039,269,84,0
full,8,22,0.500,0.000,13.565,19.858,0.000,0.994,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2360,145,15,0
full,8,23,0.500,0.000,13.488,19.850,0.000,0.987,0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2307,162,34,0
full,8,24,0.500,0.000,13.914,19.875,0.000,0.986,0.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2274,176,37,0
full,8,25,0.417,0.000,12.839,19.775,0.000,0.992,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2307,168,22,0
full,8,26,0.667,0.000,6.857,17.708,1.000,0.991,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,1993,322,25,0
full,8,27,0.333,0.000,6.022,17.025,1.000,0.977,0.16;0.10;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2076,263,60,0
full,8,28,0.333,0.000,13.618,19.883,0.000,0.996,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2332,160,11,0
full,8,29,0.333,0.000,6.404,17.158,1.000,0.988,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2023,302,33,0
full,8,30,0.500,0.000,13.088,19.850,0.000,0.993,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2301,172,19,0
full,8,31,0.500,0.000,13.379,19.875,0.000,0.991,0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2278,181,25,0
full,8,32,0.583,0.000,6.605,17.608,1.000,0.983,0.20;0.18;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2022,297,45,0
full,4,1,0.583,0.000,3.548,12.425,1.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2820,980,13,0
full,4,2,0.417,0.000,6.027,16.742,0.000,0.994,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3322,723,27,0
full,4,3,0.333,0.000,3.334,11.408,1.000,0.994,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2811,974,29,0
full,4,4,0.333,0.000,3.369,10.350,1.000,0.994,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2863,950,30,0
full,4,5,0.500,0.000,3.461,11.492,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2809,987,11,0
full,4,6,0.500,0.000,5.597,16.717,0.000,0.996,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3346,714,21,0
full,4,7,0.417,0.000,3.398,9.500,1.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2922,926,13,0
full,4,8,0.583,0.000,3.477,10.550,1.000,0.996,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2861,953,21,0
full,4,9,0.667,0.000,5.528,16.758,0.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3455,663,16,0
full,4,10,0.500,0.000,3.624,11.200,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2871,958,4,0
full,4,11,0.583,0.000,6.304,17.283,0.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3436,675,8,0
full,4,12,0.583,0.000,3.141,10.725,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2779,1004,1,0
full,4,13,0.500,0.000,3.253,11,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2798,992,7,0
full,4,14,0.500,0.000,3.261,11.075,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2828,979,5,0
full,4,15,0.417,0.000,7.204,17.658,0.000,0.997,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3396,692,16,0
full,4,16,0.583,0.000,5.771,16.933,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3449,671,6,0
full,4,17,0.667,0.000,5.328,16.592,0.000,0.993,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3428,665,35,0
full,4,18,0.500,0.000,3.585,11.967,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2843,969,10,0
full,4,19,0.417,0.000,6.653,17.408,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3411,691,3,0
full,4,20,0.417,0.000,3.172,10.608,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2797,988,9,0
full,4,21,0.417,0.000,6.102,17.233,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3392,699,7,0
full,4,22,0.500,0.000,5.708,16.758,0.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3378,704,10,0
full,4,23,0.500,0.000,2.970,9.450,1.000,0.994,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2860,948,28,0
full,4,24,0.500,0.000,5.967,17.158,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3435,678,4,0
full,4,25,0.417,0.000,3.146,10.675,1.000,0.996,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2787,992,20,0
full,4,26,0.667,0.000,3.292,11.858,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2833,976,7,0
full,4,27,0.333,0.000,3.178,11.308,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2802,991,8,0
full,4,28,0.333,0.000,5.450,16.900,0.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3491,648,8,0
full,4,29,0.333,0.000,6.053,16.950,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3403,694,4,0
full,4,30,0.500,0.000,3.378,11.992,1.000,0.998,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2852,967,8,0
full,4,31,0.500,0.000,3.421,11.367,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,2839,971,7,0
full,4,32,0.583,0.000,5.747,16.958,0.000,0.996,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,3397,691,17,0
full,2,1,0.583,0.000,1.921,1.718,1.000,1.000,0.00;0.00;-;0.00;0.00;0.00;-;0.00,0.000,6703,544,1,0
full,2,2,0.417,0.000,1.978,1.735,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,6704,551,5,0
full,2,3,0.333,0.000,3.111,9.917,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4193,1899,2,0
full,2,4,0.333,0.000,3.173,9.597,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4236,1872,3,0
full,2,5,0.500,0.000,2.080,1.702,1.000,1.000,0.00;0.00;-;0.00;0.00;-;0.00;0.00,0.000,6735,527,1,0
full,2,6,0.500,0.000,3.033,9.342,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4204,1892,1,0
full,2,7,0.417,0.000,3.059,9.125,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4306,1838,5,0
full,2,8,0.583,0.000,3.103,10.525,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4231,1880,2,0
full,2,9,0.667,0.000,1.981,1.818,1.000,0.999,0.00;0.00;0.00;-;0.00;0.00;0.00;0.00,0.000,6562,611,10,0
full,2,10,0.500,0.000,3.160,9.475,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4322,1833,0,0
full,2,11,0.583,0.000,3.313,9.733,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4212,1889,1,0
full,2,12,0.583,0.000,2.032,1.702,1.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,6812,500,4,0
full,2,13,0.500,0.000,2.106,2.059,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,6513,644,3,0
full,2,14,0.500,0.000,3.051,9.225,0.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4086,1951,0,0
full,2,15,0.417,0.000,2.017,1.915,1.000,1.000,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,6534,640,1,0
full,2,16,0.583,0.000,2.984,9.633,0.000,0.999,0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00,0.000,4203,1892,4,0
full,2,17,0.667,0.000,1.880,1.635,1.000,1.000,0.00;0.00;-;0.00;0.00;0.00;-;0.00,0.000,6644,580,3,0
